Mushroom Variety,Temperature (°C),Humidity %,Airflow Speed (m/s),Light Intensity (lux),Substrate Moisture Level %,Water Quality Index,Harvest Count per Cycle,Variety_ID
Portobello,18.7,93.84,0.49,125.96,60.6,82.32,19.53,5
Oyster,24.59,83.76,0.53,137.66,63.78,81.46,16.06,4
Button,19.85,88.7,0.3,103.64,76.89,83.37,23.26,0
Shiitake,24.62,82.0,0.5,145.59,57.85,71.74,12.65,6
Lion's Mane,20.28,83.19,0.4,86.32,72.04,85.39,14.49,2
Milky,29.01,68.97,0.85,197.35,54.17,66.13,7.46,3
Oyster,21.96,84.11,0.52,140.94,71.39,75.43,17.43,4
Oyster,24.52,90.72,0.32,108.23,68.6,93.1,17.81,4
Milky,26.98,73.94,0.84,189.6,59.48,73.67,8.63,3
Lion's Mane,25.64,77.43,0.57,187.86,56.43,69.42,9.79,2
Oyster,23.06,87.48,0.43,117.15,61.75,83.9,17.98,4
Button,20.28,96.23,0.1,58.47,75.55,83.68,22.81,0
Shiitake,22.64,78.86,0.46,168.33,56.43,74.71,12.85,6
Milky,27.35,72.76,0.54,194.66,59.46,77.16,9.69,3
Button,18.63,92.72,0.2,79.85,71.2,86.42,23.35,0
Button,22.15,103.53,0.09,61.97,81.78,78.66,24.2,0
Shiitake,20.78,83.91,0.62,147.53,65.45,78.75,11.81,6
Milky,27.58,63.96,0.88,212.19,49.36,71.64,7.7,3
Button,18.42,92.67,0.19,83.53,78.5,94.44,22.84,0
Lion's Mane,21.8,88.74,0.41,88.78,70.15,87.39,14.02,2
Shiitake,24.15,83.81,0.51,168.31,55.78,79.86,14.54,6
Button,19.36,90.12,0.21,79.59,70.16,93.31,23.3,0
Shiitake,22.87,83.75,0.68,169.15,60.9,73.54,10.58,6
Oyster,21.58,84.91,0.48,149.42,65.15,75.89,18.42,4
Shiitake,22.15,83.38,0.62,155.01,61.91,73.34,12.08,6
Lion's Mane,19.4,95.85,0.2,72.16,70.59,84.7,14.79,2
Enoki,19.08,95.2,0.2,79.99,71.03,80.18,25.14,1
Enoki,10.83,93.31,0.1,39.22,72.49,95.96,29.83,1
Lion's Mane,19.79,84.6,0.18,83.37,73.72,91.75,15.66,2
Button,19.5,89.94,0.2,80.27,73.45,91.88,23.98,0
Oyster,22.35,93.93,0.29,115.04,67.42,83.96,19.88,4
Portobello,20.25,85.68,0.39,158.69,68.39,86.06,19.56,5
Shiitake,21.13,79.72,0.57,144.77,62.35,78.67,11.77,6
Oyster,23.01,87.01,0.4,117.95,68.24,82.89,17.81,4
Milky,21.68,92.6,0.42,114.45,66.0,89.52,18.37,3
Enoki,11.36,102.61,0.1,30.31,77.23,88.54,29.09,1
Shiitake,23.8,83.85,0.48,169.74,66.38,72.93,14.82,6
Button,16.81,91.6,0.2,84.24,73.5,92.77,24.99,0
Enoki,12.22,90.69,0.2,51.19,75.98,93.49,23.89,1
Lion's Mane,21.81,81.13,0.67,158.63,57.74,75.38,10.65,2
Shiitake,21.52,78.96,0.52,159.04,57.7,76.37,12.53,6
Milky,20.77,89.7,0.39,118.68,68.75,79.17,18.7,3
Button,18.56,93.53,0.19,74.78,76.38,90.43,21.25,0
Shiitake,23.74,83.37,0.73,158.28,57.15,73.71,11.16,6
Shiitake,21.67,85.96,0.46,155.66,67.62,72.43,12.85,6
Milky,26.02,74.49,0.55,193.41,60.3,78.25,10.33,3
Lion's Mane,21.85,84.95,0.31,114.82,64.58,87.34,19.09,2
Milky,26.89,72.7,0.6,183.84,61.71,73.55,9.54,3
Portobello,17.94,81.3,0.39,129.6,64.68,83.66,19.63,5
Shiitake,24.47,81.82,0.5,158.69,58.2,70.92,12.64,6
Oyster,25.17,84.59,0.52,133.79,70.35,75.4,15.96,4
Milky,27.07,68.98,0.76,194.32,52.32,76.18,9.54,3
Oyster,22.76,76.55,0.52,147.66,73.16,81.69,16.79,4
Button,17.73,89.67,0.21,80.39,71.02,85.07,23.78,0
Button,20.1,97.15,0.09,60.63,76.03,90.19,22.95,0
Enoki,10.93,101.48,0.1,40.04,72.45,87.34,26.09,1
Oyster,22.25,81.66,0.5,146.82,73.56,79.32,17.25,4
Enoki,10.1,89.94,0.09,28.89,86.63,91.89,27.04,1
Button,19.72,98.44,0.1,55.42,80.35,82.99,23.5,0
Shiitake,22.7,89.72,0.49,165.49,64.16,76.73,13.0,6
Oyster,23.27,89.25,0.32,106.34,72.0,79.16,17.95,4
Enoki,10.77,91.05,0.2,50.15,70.51,84.16,25.92,1
Button,19.41,89.1,0.1,55.68,77.8,80.08,23.62,0
Portobello,17.72,82.16,0.43,138.79,64.41,84.25,19.41,5
Enoki,11.51,96.36,0.1,42.93,72.82,86.35,24.78,1
Shiitake,21.58,80.89,0.54,173.45,55.89,75.75,12.06,6
Oyster,22.75,87.49,0.47,129.69,64.17,79.11,16.43,4
Shiitake,21.19,92.86,0.61,131.91,63.17,72.11,12.14,6
Lion's Mane,18.85,92.6,0.22,83.1,71.58,93.13,14.56,2
Milky,25.99,71.73,0.62,197.13,58.12,72.8,10.22,3
Oyster,20.85,90.48,0.41,127.78,65.16,81.12,16.73,4
Enoki,12.48,87.68,0.19,46.73,81.77,89.7,25.68,1
Lion's Mane,21.72,85.15,0.31,97.47,71.15,79.53,16.03,2
Shiitake,21.03,85.8,0.62,152.89,59.67,78.19,11.16,6
Shiitake,20.56,81.29,0.66,160.66,57.12,78.86,11.08,6
Lion's Mane,21.99,89.87,0.31,85.0,74.18,93.64,15.61,2
Enoki,10.11,92.43,0.1,38.08,77.07,91.95,26.92,1
Enoki,11.68,97.3,0.2,49.31,78.52,88.31,26.7,1
Oyster,21.8,86.87,0.31,112.18,70.56,90.23,19.29,4
Enoki,17.52,84.03,0.47,128.45,66.41,78.36,19.43,1
Shiitake,24.19,85.94,0.53,137.42,69.81,77.55,17.25,6
Lion's Mane,19.43,88.39,0.3,94.04,75.25,82.88,16.59,2
Oyster,23.24,87.25,0.48,141.94,66.25,83.95,19.99,4
Button,20.25,91.05,0.29,98.0,75.17,88.87,23.43,0
Shiitake,22.87,83.5,0.5,153.12,61.75,79.75,12.71,6
Shiitake,22.88,82.44,0.75,160.58,56.48,76.97,11.01,6
Lion's Mane,19.0,92.64,0.21,75.09,78.16,88.43,14.27,2
Milky,25.61,69.41,0.82,194.0,54.16,74.01,9.06,3
Enoki,12.22,102.36,0.19,49.15,78.79,88.74,27.45,1
Shiitake,23.94,83.94,0.72,158.73,55.91,75.02,11.01,6
Lion's Mane,18.82,87.27,0.21,80.14,65.53,96.77,14.6,2
Portobello,18.77,81.16,0.4,136.39,71.23,78.09,18.11,5
Milky,26.86,63.93,0.94,216.61,49.64,69.91,8.55,3
Lion's Mane,21.98,83.23,0.3,90.95,67.66,106.48,16.81,2
Button,18.11,90.28,0.21,84.93,84.42,89.49,20.67,0
Button,18.67,91.67,0.2,85.14,77.18,97.9,23.98,0
Oyster,24.0,92.96,0.31,108.99,74.0,75.29,21.21,4
Shiitake,21.99,81.51,0.49,167.2,59.77,73.89,12.54,6
Portobello,18.58,89.0,0.38,144.1,62.68,84.88,19.3,5
Milky,26.76,63.38,0.84,216.67,55.32,64.63,8.06,3
Lion's Mane,22.41,95.54,0.19,70.7,73.72,83.24,14.69,2
Milky,21.87,87.11,0.3,97.27,67.58,84.39,16.58,3
Lion's Mane,20.04,88.13,0.37,89.53,71.68,83.88,14.44,2
Enoki,22.19,86.3,0.31,105.32,67.12,90.36,16.07,1
Milky,28.36,66.41,0.96,202.74,56.81,68.93,8.13,3
Button,21.89,84.1,0.31,97.77,74.42,80.95,20.56,0
Milky,25.83,72.92,0.84,193.31,51.1,74.09,8.29,3
Portobello,19.5,80.47,0.29,100.89,76.38,88.63,24.43,5
Button,20.43,84.89,0.29,89.35,72.44,78.73,21.89,0
Milky,26.91,67.28,0.78,223.82,53.14,66.37,9.27,3
Portobello,23.56,82.4,0.7,181.56,57.24,77.32,11.27,5
Lion's Mane,20.76,84.15,0.2,78.16,68.93,95.27,15.15,2
Milky,25.85,66.3,0.57,187.01,59.32,72.89,9.58,3
Oyster,22.52,98.89,0.42,118.54,62.35,78.0,18.3,4
Lion's Mane,22.24,85.34,0.31,100.73,69.69,86.98,16.85,2
Milky,25.2,67.63,0.54,201.18,51.87,74.93,9.35,3
Lion's Mane,21.83,84.39,0.3,90.63,65.62,85.26,16.55,2
Shiitake,23.44,77.87,0.7,176.29,57.41,71.49,10.84,6
Enoki,13.09,96.06,0.2,48.2,75.0,88.79,27.67,1
Milky,26.82,66.71,0.86,208.26,56.09,69.0,8.56,3
Milky,26.85,65.22,0.79,191.66,51.5,76.31,8.45,3
Button,16.88,94.43,0.2,82.83,79.75,88.26,26.4,0
Shiitake,24.3,77.23,0.5,169.32,57.93,80.57,13.79,6
Portobello,17.89,86.43,0.38,133.14,63.3,84.74,18.41,5
Lion's Mane,21.5,85.27,0.31,97.16,63.18,84.99,16.27,2
Shiitake,21.68,81.26,0.51,157.57,58.52,75.8,12.42,6
Button,18.33,97.95,0.19,81.8,78.6,88.05,26.57,0
Enoki,10.7,96.32,0.1,41.31,81.5,88.08,29.29,1
Portobello,17.52,84.92,0.35,136.4,70.08,87.51,18.5,5
Shiitake,24.31,86.52,0.64,163.1,52.6,74.89,10.73,6
Shiitake,19.27,84.89,0.55,163.03,58.94,72.67,11.67,6
Milky,26.61,75.23,0.61,172.61,60.62,75.18,10.46,3
Oyster,22.59,85.46,0.43,117.19,70.4,78.43,19.29,4
Portobello,15.95,85.8,0.47,131.66,62.87,83.38,20.67,5
Shiitake,22.96,88.24,0.73,174.72,56.02,70.7,10.86,6
Milky,26.46,67.28,0.77,206.13,53.34,73.77,8.93,3
Button,19.99,92.28,0.1,56.84,78.88,90.42,24.1,0
Portobello,17.86,85.91,0.51,128.81,67.0,75.89,18.85,5
Milky,12.96,96.99,0.2,49.79,80.21,94.35,27.44,3
Lion's Mane,20.43,88.9,0.38,83.98,69.52,83.27,14.88,2
Portobello,18.61,86.51,0.52,134.39,63.77,82.87,20.54,5
Shiitake,23.32,86.81,0.68,161.28,57.69,78.87,10.2,6
Enoki,9.66,98.36,0.1,40.34,76.4,90.53,27.32,1
Shiitake,25.34,76.41,0.5,145.82,55.81,76.37,13.11,6
Shiitake,23.19,83.04,0.5,154.88,61.31,77.67,12.72,6
Milky,27.29,69.14,0.97,183.83,53.31,73.21,7.83,3
Button,18.4,88.78,0.11,52.13,73.75,97.46,24.0,0
Milky,26.51,72.25,0.7,185.8,56.15,64.64,8.76,3
Shiitake,22.0,90.53,0.66,154.27,62.68,78.37,11.7,6
Button,20.49,93.56,0.4,114.81,62.66,87.32,20.73,0
Oyster,24.29,86.24,0.33,107.85,72.82,88.55,19.01,4
Milky,24.84,72.02,0.56,193.16,56.68,81.47,10.26,3
Enoki,10.97,97.8,0.1,37.85,71.29,90.99,27.75,1
Enoki,11.43,92.17,0.09,29.7,76.03,93.24,29.05,1
Lion's Mane,20.57,87.84,0.18,84.43,76.39,84.06,14.67,2
Oyster,22.45,87.67,0.46,141.26,69.24,74.21,16.83,4
Shiitake,21.37,88.05,0.59,137.08,61.6,77.68,12.02,6
Lion's Mane,19.25,82.45,0.19,85.39,75.82,84.01,13.9,2
Lion's Mane,22.3,86.02,0.3,94.15,74.05,85.5,15.21,2
Oyster,18.64,89.34,0.2,78.76,79.83,90.06,25.2,4
Enoki,10.66,96.1,0.09,42.99,75.93,94.44,28.77,1
Shiitake,20.73,95.2,0.39,81.46,67.6,86.98,14.93,6
Portobello,17.8,96.25,0.21,74.31,81.81,95.14,24.65,5
Button,11.24,98.59,0.09,30.57,83.78,105.97,28.99,0
Milky,27.48,75.79,0.89,213.81,55.37,68.53,8.32,3
Lion's Mane,23.65,84.66,0.31,95.02,66.22,90.62,15.79,2
Shiitake,21.19,78.39,0.51,155.79,62.58,80.87,12.94,6
Lion's Mane,23.63,96.41,0.29,93.52,64.5,81.94,16.86,2
Shiitake,22.55,84.59,0.62,150.56,61.24,74.06,12.71,6
Lion's Mane,18.79,75.13,0.32,91.64,70.68,88.65,16.83,2
Shiitake,23.98,78.1,0.67,164.82,53.81,75.15,10.58,6
Shiitake,20.75,77.01,0.51,152.64,64.96,77.17,11.88,6
Portobello,17.62,77.1,0.36,138.33,71.59,75.14,20.76,5
Enoki,10.65,97.44,0.1,29.86,79.93,94.84,30.21,1
Button,18.06,96.99,0.1,60.94,75.18,88.56,22.68,0
Lion's Mane,23.57,84.48,0.29,95.76,76.06,79.69,16.22,2
Enoki,10.97,99.46,0.1,38.31,76.03,93.48,26.62,1
Portobello,16.89,81.26,0.48,126.41,66.33,82.59,19.14,5
Button,17.71,97.13,0.2,80.64,75.14,83.77,27.2,0
Lion's Mane,19.37,90.57,0.2,78.06,74.03,93.56,14.69,2
Lion's Mane,20.13,85.61,0.2,72.15,73.56,87.5,15.46,2
Oyster,21.92,77.47,0.5,142.86,67.05,84.44,17.29,4
Portobello,18.06,83.63,0.38,136.55,65.97,82.02,19.37,5
Lion's Mane,20.52,90.81,0.2,79.42,69.63,89.42,14.11,2
Oyster,20.95,89.78,0.41,116.71,62.39,84.23,17.93,4
Lion's Mane,21.85,85.23,0.28,88.28,77.99,80.86,14.7,2
Shiitake,25.72,76.22,0.58,208.68,57.71,72.46,10.32,6
Enoki,11.04,93.98,0.2,48.97,80.4,92.98,28.5,1
Lion's Mane,20.02,85.93,0.41,87.64,62.49,86.04,14.81,2
Oyster,22.58,86.58,0.5,145.29,71.86,85.26,16.02,4
Milky,27.48,65.68,0.92,229.1,52.33,67.55,7.99,3
Milky,28.29,64.56,0.95,213.51,54.37,69.1,7.75,3
Lion's Mane,16.64,85.9,0.52,118.52,58.5,83.93,20.84,2
Oyster,25.63,90.07,0.31,112.95,70.2,83.69,19.99,4
Milky,27.32,73.21,0.83,207.08,54.99,66.76,8.95,3
Lion's Mane,21.73,86.14,0.3,99.4,69.31,90.61,15.41,2
Lion's Mane,19.7,85.55,0.28,96.49,73.62,90.68,22.29,2
Oyster,22.73,93.32,0.41,113.99,62.89,80.15,17.46,4
Shiitake,18.98,87.79,0.56,142.79,53.97,75.86,12.91,6
Milky,28.13,70.36,0.88,208.22,56.88,69.11,9.28,3
Shiitake,21.45,91.1,0.61,155.3,61.7,71.51,11.99,6
Portobello,17.78,89.44,0.51,123.35,65.8,90.34,19.54,5
Portobello,18.28,87.56,0.39,134.68,68.43,75.74,19.59,5
Button,20.32,84.37,0.29,102.98,85.31,84.53,20.98,0
Lion's Mane,20.07,94.49,0.21,80.71,77.9,91.93,15.6,2
Enoki,10.98,95.83,0.1,37.43,73.67,92.2,29.14,1
Shiitake,22.87,85.8,0.54,169.5,64.66,79.65,13.77,6
Enoki,10.81,93.4,0.1,30.73,78.78,99.85,29.53,1
Lion's Mane,18.44,88.33,0.39,82.32,69.92,86.32,15.12,2
Shiitake,24.02,84.44,0.67,179.63,55.39,77.89,11.52,6
Button,18.75,92.16,0.1,62.2,79.35,91.07,24.64,0
Lion's Mane,19.19,88.72,0.2,82.08,73.52,86.51,15.08,2
Milky,28.17,75.4,0.81,202.52,47.8,81.82,9.64,3
Oyster,22.45,85.54,0.41,124.88,68.72,81.85,18.43,4
Shiitake,23.03,89.72,0.52,144.59,60.77,69.85,12.58,6
Lion's Mane,20.25,80.77,0.57,153.98,59.19,75.34,11.18,2
Lion's Mane,20.37,83.9,0.4,92.74,73.5,83.1,15.52,2
Enoki,9.89,97.18,0.09,40.37,80.04,91.82,29.43,1
Milky,24.75,74.86,0.61,198.66,53.34,77.43,10.06,3
Button,19.86,89.81,0.32,99.78,72.63,79.04,24.59,0
Button,18.87,98.82,0.1,59.6,77.94,86.46,24.28,0
Button,19.99,98.48,0.1,63.8,85.09,80.83,25.82,0
Oyster,21.65,81.86,0.72,160.74,57.82,75.59,10.41,4
Lion's Mane,20.75,86.96,0.32,101.43,72.46,83.68,15.98,2
Oyster,22.82,85.74,0.48,149.08,61.18,81.64,17.11,4
Enoki,12.29,94.14,0.19,48.07,76.84,87.74,28.7,1
Shiitake,21.73,77.73,0.47,167.89,62.37,76.82,12.47,6
Lion's Mane,19.21,96.02,0.2,76.23,72.83,85.02,14.44,2
Lion's Mane,19.81,94.8,0.41,89.86,67.65,85.52,15.18,2
Portobello,17.3,82.81,0.39,149.79,74.45,82.37,19.25,5
Lion's Mane,22.25,79.45,0.31,102.99,76.74,85.67,15.72,2
Button,19.18,93.71,0.11,62.27,77.17,79.79,20.07,0
Button,19.94,96.59,0.1,58.28,77.54,90.21,21.39,0
Shiitake,23.03,83.95,0.56,160.6,55.97,79.85,11.84,6
Lion's Mane,19.13,88.43,0.4,89.73,75.09,90.68,16.37,2
Oyster,23.32,85.75,0.4,125.46,62.69,88.84,16.75,4
Oyster,24.34,86.92,0.49,147.63,64.2,85.68,18.39,4
Portobello,18.38,81.41,0.39,138.72,63.55,77.17,20.99,5
Enoki,11.63,97.77,0.1,29.62,90.06,99.39,29.3,1
Portobello,17.61,82.49,0.41,146.67,69.13,84.7,18.71,5
Button,23.81,77.28,0.61,192.69,58.22,71.46,9.5,0
Milky,28.11,68.72,0.86,190.34,49.86,63.86,8.35,3
Portobello,18.13,81.08,0.4,136.12,67.36,77.18,19.74,5
Milky,25.72,73.41,0.6,195.3,57.17,68.95,10.01,3
Shiitake,22.3,88.6,0.56,151.83,59.5,82.34,12.62,6
Enoki,12.19,85.7,0.2,51.81,76.59,82.98,26.31,1
Oyster,22.61,88.74,0.38,118.84,64.43,87.65,18.18,4
Lion's Mane,17.02,85.9,0.52,128.48,67.69,82.81,18.86,2
Button,20.04,97.04,0.11,56.82,86.34,91.94,24.86,0
Lion's Mane,21.47,95.51,0.42,84.95,64.27,86.86,15.13,2
Enoki,12.39,86.89,0.21,49.42,78.96,92.51,27.8,1
Portobello,18.22,89.33,0.48,125.13,63.91,77.61,21.72,5
Button,19.31,97.56,0.11,58.29,73.64,94.81,21.86,0
Oyster,24.48,84.61,0.28,96.29,73.24,83.56,19.0,4
Portobello,16.3,85.19,0.4,136.74,71.38,86.38,22.15,5
Lion's Mane,20.22,96.75,0.19,86.77,73.31,81.23,14.04,2
Enoki,25.95,74.9,0.56,190.76,60.77,67.34,10.41,1
Oyster,23.88,87.58,0.54,131.59,61.78,79.73,16.33,4
Shiitake,20.29,81.12,0.6,155.88,56.77,87.11,11.22,6
Oyster,25.12,83.55,0.51,135.41,66.24,81.9,17.56,4
Milky,25.84,62.06,0.95,208.11,54.98,68.92,8.22,3
Milky,24.64,81.79,0.6,198.43,49.47,75.39,9.82,3
Shiitake,24.13,79.1,0.72,173.15,56.19,77.65,9.86,6
Lion's Mane,20.62,88.08,0.2,83.38,78.65,88.93,15.13,2
Milky,25.41,76.44,0.6,190.81,49.82,74.06,9.09,3
Oyster,23.7,94.64,0.31,115.49,66.46,83.07,20.17,4
Oyster,22.82,91.41,0.54,145.96,68.8,86.62,18.63,4
Oyster,26.68,78.33,0.49,130.11,67.42,75.19,16.91,4
Enoki,12.26,95.83,0.09,29.92,81.16,96.43,29.39,1
Oyster,22.15,91.97,0.37,108.18,65.74,84.04,17.35,4
Lion's Mane,19.11,85.55,0.39,83.97,63.44,76.11,15.22,2
Lion's Mane,19.08,78.3,0.4,92.77,65.17,89.49,14.48,2
Button,20.83,84.89,0.28,102.41,72.62,79.92,21.36,0
Milky,24.47,74.25,0.55,179.66,58.09,70.33,9.73,3
Enoki,12.18,100.1,0.21,49.35,77.47,98.23,28.76,1
Enoki,11.27,93.72,0.1,30.48,78.48,92.82,29.85,1
Lion's Mane,19.89,85.86,0.19,82.72,73.86,90.53,14.06,2
Milky,25.82,72.71,0.87,220.82,53.27,64.14,7.86,3
Oyster,22.91,89.52,0.41,124.85,63.93,86.24,17.02,4
Enoki,10.94,99.73,0.1,39.21,83.59,88.92,30.45,1
Portobello,18.85,82.38,0.38,124.13,71.18,84.86,17.58,5
Lion's Mane,19.96,87.09,0.42,85.55,65.68,85.93,14.79,2
Lion's Mane,21.35,87.33,0.36,90.05,64.02,76.39,14.79,2
Shiitake,21.33,72.65,0.47,166.55,56.67,74.21,12.75,6
Enoki,20.74,89.76,0.4,85.75,71.06,77.5,15.59,1
Milky,10.21,95.25,0.1,41.67,82.09,90.38,27.86,3
Lion's Mane,20.35,85.2,0.16,85.79,71.93,83.4,15.69,2
Milky,25.13,71.29,0.8,193.87,52.88,68.31,9.33,3
Shiitake,18.23,92.06,0.4,146.13,73.55,79.42,18.5,6
Portobello,16.87,89.11,0.54,139.66,58.66,82.99,21.48,5
Shiitake,24.37,75.69,0.65,173.31,57.8,76.67,11.97,6
Oyster,22.69,83.81,0.41,111.22,67.23,79.09,18.33,4
Oyster,25.83,86.11,0.3,104.02,68.39,80.95,17.8,4
Lion's Mane,19.74,95.38,0.21,82.23,69.59,89.53,14.18,2
Shiitake,22.86,82.7,0.52,165.24,62.87,78.48,13.46,6
Enoki,11.83,94.86,0.19,53.89,79.22,87.96,26.3,1
Lion's Mane,19.82,94.46,0.39,86.41,69.62,79.9,13.98,2
Lion's Mane,20.42,86.02,0.21,82.04,70.68,87.18,15.11,2
Lion's Mane,22.22,75.47,0.3,96.18,69.99,87.1,15.74,2
Shiitake,21.3,86.31,0.66,144.94,55.18,73.4,12.95,6
Button,22.86,95.43,0.3,91.12,85.07,84.79,24.07,0
Milky,29.73,69.79,0.86,197.7,56.32,66.37,8.74,3
Milky,25.97,71.86,0.82,205.32,57.73,67.34,8.42,3
Button,20.24,82.23,0.31,104.06,81.1,93.94,20.69,0
Button,17.67,91.98,0.2,78.7,80.72,91.38,22.41,0
Oyster,21.78,88.33,0.32,115.39,68.71,83.67,19.12,4
Button,19.12,94.79,0.1,60.97,73.42,80.63,23.34,0
Lion's Mane,21.29,83.36,0.4,81.63,60.33,85.72,15.54,2
Lion's Mane,19.81,87.56,0.43,77.25,69.51,87.89,14.47,2
Enoki,11.39,95.49,0.1,40.9,82.78,88.42,28.28,1
Oyster,23.25,89.98,0.32,112.43,73.11,78.89,19.91,4
Shiitake,22.77,84.45,0.48,144.6,64.96,78.23,13.28,6
Oyster,22.67,83.64,0.43,117.56,64.66,79.8,17.25,4
Oyster,21.84,93.89,0.36,125.26,62.98,78.92,18.24,4
Shiitake,21.07,78.63,0.58,157.69,58.52,78.37,12.15,6
Milky,27.98,65.13,0.9,205.33,54.01,72.88,8.11,3
Milky,25.62,71.39,0.59,183.66,63.35,74.44,10.31,3
Shiitake,23.39,80.77,0.7,175.65,51.51,80.79,9.79,6
Button,18.8,98.97,0.1,60.56,71.76,86.87,23.93,0
Button,19.62,88.33,0.18,77.21,72.02,92.93,23.83,0
Milky,25.5,73.92,0.58,198.66,62.64,74.69,10.04,3
Shiitake,21.53,82.27,0.48,156.87,64.7,76.93,14.37,6
Enoki,11.02,96.2,0.1,31.44,89.18,83.02,31.02,1
Button,17.49,90.58,0.2,78.29,74.7,85.7,20.16,0
Shiitake,23.37,83.78,0.72,166.09,56.93,70.13,11.96,6
Oyster,24.37,82.65,0.57,145.33,66.13,78.04,16.34,4
Lion's Mane,19.91,85.65,0.2,85.96,71.47,89.58,16.51,2
Milky,25.25,68.79,0.6,171.22,58.88,74.56,9.7,3
Lion's Mane,21.05,93.82,0.4,88.33,71.3,88.12,15.26,2
Shiitake,21.62,85.26,0.6,150.73,58.91,76.63,12.3,6
Milky,23.58,70.37,0.59,203.0,59.57,80.01,10.83,3
Lion's Mane,20.31,86.19,0.39,81.71,67.95,79.54,14.97,2
Milky,25.5,77.85,0.64,172.59,60.28,70.26,10.35,3
Milky,24.27,72.54,0.75,214.12,55.98,75.45,8.71,3
Enoki,11.85,94.86,0.2,51.44,75.08,94.45,28.02,1
Milky,27.36,74.5,0.6,183.98,55.24,77.13,10.49,3
Button,17.04,91.11,0.2,79.5,74.43,86.79,24.91,0
Oyster,22.53,88.21,0.49,142.03,68.79,74.94,17.12,4
Oyster,23.66,87.49,0.3,114.13,63.6,84.97,18.52,4
Oyster,23.84,82.09,0.51,130.97,65.28,75.35,16.36,4
Enoki,10.79,91.73,0.1,28.37,82.5,93.03,29.52,1
Shiitake,21.94,78.74,0.59,159.51,60.8,79.14,11.65,6
Lion's Mane,19.69,94.42,0.19,82.57,75.59,87.84,15.03,2
Lion's Mane,20.21,86.13,0.19,73.51,71.99,96.09,15.03,2
Button,21.79,95.5,0.32,90.58,75.1,83.02,24.35,0
Shiitake,21.82,82.55,0.48,165.48,60.64,75.04,12.89,6
Oyster,21.25,86.08,0.54,138.4,64.85,79.76,17.88,4
Shiitake,23.78,85.85,0.53,165.27,58.61,74.18,12.54,6
Portobello,17.5,79.21,0.4,137.12,68.31,82.78,17.85,5
Button,19.23,96.16,0.1,52.56,72.4,89.69,24.41,0
Enoki,10.72,94.21,0.1,39.95,86.21,88.34,28.46,1
Lion's Mane,20.93,83.2,0.38,94.03,70.85,88.08,14.61,2
Shiitake,20.64,92.69,0.61,134.64,61.0,77.8,12.83,6
Milky,12.14,94.56,0.1,28.9,79.84,87.43,28.06,3
Milky,26.79,67.64,0.83,199.61,57.79,68.6,8.61,3
Milky,25.68,71.38,0.78,196.96,57.08,69.69,9.25,3
Portobello,17.7,84.66,0.37,142.5,59.22,81.89,18.43,5
Oyster,20.97,92.07,0.52,137.75,68.6,74.76,15.38,4
Button,19.41,89.35,0.1,57.78,76.77,85.96,21.36,0
Lion's Mane,22.09,86.92,0.31,87.57,70.92,87.1,15.67,2
Milky,25.45,65.86,0.81,208.76,54.75,68.21,8.95,3
Milky,27.3,74.89,0.6,197.88,54.56,70.47,9.87,3
Portobello,16.8,96.05,0.55,127.7,65.3,82.22,21.11,5
Shiitake,21.59,92.47,0.51,134.24,66.19,78.84,17.45,6
Milky,28.81,68.85,0.92,215.76,50.43,69.55,7.02,3
Portobello,12.99,95.32,0.21,53.01,76.3,84.27,26.88,5
Button,19.72,85.82,0.27,99.16,74.34,84.43,20.22,0
Lion's Mane,18.95,89.69,0.39,90.27,65.32,87.04,14.38,2
Button,21.01,89.4,0.3,101.57,78.91,82.8,22.51,0
Milky,25.11,71.77,0.87,202.36,54.88,67.63,9.43,3
Oyster,24.36,87.55,0.53,130.44,65.61,76.3,18.46,4
Button,19.53,91.01,0.2,77.49,76.54,88.31,23.06,0
Button,20.3,99.87,0.09,57.46,82.77,89.64,26.05,0
Enoki,10.57,95.62,0.1,45.28,84.92,90.33,29.7,1
Shiitake,21.43,83.67,0.52,160.63,62.31,71.83,12.74,6
Shiitake,20.18,72.79,0.5,163.03,62.27,69.84,13.72,6
Milky,27.43,70.54,0.76,190.31,49.5,69.01,9.36,3
Lion's Mane,21.42,82.99,0.3,92.46,73.14,84.56,16.04,2
Button,18.52,100.33,0.2,79.49,74.93,79.58,24.31,0
Button,18.68,100.9,0.1,65.74,86.51,89.63,26.49,0
Enoki,11.09,88.39,0.1,39.8,78.9,90.12,28.53,1
Shiitake,24.63,73.47,0.77,165.37,56.89,70.41,11.09,6
Milky,26.59,69.81,0.55,190.6,52.17,69.19,10.38,3
Milky,24.5,70.43,0.82,201.24,54.77,70.44,7.86,3
Oyster,23.77,91.48,0.33,103.61,66.78,84.17,20.93,4
Lion's Mane,23.48,91.17,0.38,88.79,64.42,81.52,15.16,2
Button,10.86,93.37,0.1,29.79,72.98,89.65,27.39,0
Enoki,19.0,87.18,0.47,126.18,66.21,81.93,20.31,1
Milky,21.41,80.44,0.33,100.49,68.02,86.52,16.49,3
Oyster,23.83,92.14,0.3,112.1,67.49,81.48,18.86,4
Milky,26.46,69.03,0.92,211.41,54.32,67.58,8.39,3
Shiitake,21.53,88.65,0.54,152.63,64.48,75.53,12.56,6
Milky,26.87,75.38,0.93,220.62,53.02,71.09,7.32,3
Lion's Mane,22.34,94.26,0.32,96.07,72.01,83.86,16.64,2
